method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,9,0.9,19.22222222222222,54.22222222222222,19.22222222222222,16.77777777777778,18.22222222222222
TRSR1CG,14,14,0,13,0.9285714285714286,45.92307692307692,82.07692307692308,45.92307692307692,36.15384615384615,0.0
