total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
