method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
GradientDescent,14,14,0,9,0.6428571428571429,156.22222222222223,959.5555555555555,803.3333333333334,156.22222222222223,0.0
GradientDescentW,14,14,0,10,0.7142857142857143,129.5,1408.1,1084.8,323.3,0.0
Newton,14,10,4,10,1.0,19.3,85.6,48.0,19.3,18.3
NewtonW,14,10,4,10,1.0,10.8,79.5,42.4,27.3,9.8
BFGS,14,13,1,13,1.0,43.92307692307692,215.0,171.07692307692307,43.92307692307692,0.0
BFGSW,14,13,1,13,1.0,29.307692307692307,268.7692307692308,185.69230769230768,83.07692307692308,0.0
DFP,14,13,1,8,0.6153846153846154,62.625,256.125,193.5,62.625,0.0
DFPW,14,13,1,12,0.9230769230769231,64.0,736.3333333333334,483.8333333333333,252.5,0.0
