total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,23,0.9583333333333334,34.52173913043478,71.78260869565217,34.52173913043478,28.52173913043478,8.73913043478261
