total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
