total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,23,0.9583333333333334,30.130434782608695,64.3913043478261,30.130434782608695,25.695652173913043,8.565217391304348
