total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,22,0.9166666666666666,34.54545454545455,74.31818181818181,34.54545454545455,29.318181818181817,10.454545454545455
