method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,24.0,68.3,24.0,21.3,23.0
TRSR1CG,14,14,0,12,0.8571428571428571,43.333333333333336,79.33333333333333,43.333333333333336,36.0,0.0
