method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,20.8,59.4,20.8,18.8,19.8
TRSR1CG,14,14,0,13,0.9285714285714286,46.84615384615385,83.84615384615384,46.84615384615385,37.0,0.0
