c1_tr,c2_tr,term_tol_CG,max_iterations_CG,result_dir,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
0.03,0.7,0.05,800,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.05_maxitercg_800,28,24,4,23,0.9583333333333334,30.434782608695652,64.43478260869566,30.434782608695652,25.956521739130434,8.043478260869565
0.03,0.7,0.05,1600,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.05_maxitercg_1600,28,24,4,23,0.9583333333333334,30.434782608695652,64.43478260869566,30.434782608695652,25.956521739130434,8.043478260869565
0.03,0.7,0.01,50,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_50,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.01,100,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_100,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.01,200,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_200,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.01,400,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_400,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.01,800,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_800,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.01,1600,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.01_maxitercg_1600,28,24,4,23,0.9583333333333334,31.043478260869566,64.6086956521739,31.043478260869566,26.0,7.565217391304348
0.03,0.7,0.001,50,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_50,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.001,100,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_100,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.001,200,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_200,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.001,400,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_400,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.001,800,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_800,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.001,1600,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.001_maxitercg_1600,28,24,4,23,0.9583333333333334,32.73913043478261,66.91304347826087,32.73913043478261,26.782608695652176,7.391304347826087
0.03,0.7,0.0001,50,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_50,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.0001,100,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_100,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.0001,200,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_200,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.0001,400,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_400,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.0001,800,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_800,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.0001,1600,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.0001_maxitercg_1600,28,24,4,23,0.9583333333333334,32.95652173913044,67.30434782608695,32.95652173913044,26.82608695652174,7.521739130434782
0.03,0.7,0.005,50,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_50,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
0.03,0.7,0.005,100,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_100,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
0.03,0.7,0.005,200,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_200,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
0.03,0.7,0.005,400,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_400,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
0.03,0.7,0.005,800,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_800,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
0.03,0.7,0.005,1600,/home/henry/511_project/parameter_sweeps_20260419_200504/tr/results_c1tr_0.03_c2tr_0.7_termtolcg_0.005_maxitercg_1600,28,24,4,23,0.9583333333333334,34.26086956521739,69.8695652173913,34.26086956521739,28.08695652173913,7.521739130434782
