method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
GradientDescent,14,14,0,9,0.6428571428571429,155.22222222222223,954.6666666666666,799.4444444444445,155.22222222222223,0.0
GradientDescentW,14,14,0,9,0.6428571428571429,139.44444444444446,1102.3333333333333,818.3333333333334,284.0,0.0
Newton,14,10,4,10,1.0,19.3,85.6,48.0,19.3,18.3
NewtonW,14,10,4,10,1.0,13.5,88.1,43.6,32.0,12.5
BFGS,14,13,1,13,1.0,43.15384615384615,213.30769230769232,170.15384615384616,43.15384615384615,0.0
BFGSW,14,13,1,13,1.0,40.15384615384615,256.15384615384613,175.30769230769232,80.84615384615384,0.0
DFP,14,13,1,8,0.6153846153846154,56.375,236.0,179.625,56.375,0.0
DFPW,14,13,1,10,0.7692307692307693,102.9,550.4,331.2,219.2,0.0
