method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,18.5,52.8,18.5,16.8,17.5
TRSR1CG,14,14,0,13,0.9285714285714286,43.23076923076923,78.0,43.23076923076923,34.76923076923077,0.0
