method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,22.3,63.4,22.3,19.8,21.3
TRSR1CG,14,14,0,13,0.9285714285714286,45.07692307692308,81.3076923076923,45.07692307692308,36.23076923076923,0.0
