method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,21.2,60.6,21.2,19.2,20.2
TRSR1CG,14,14,0,13,0.9285714285714286,39.69230769230769,71.92307692307692,39.69230769230769,32.23076923076923,0.0
