total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
112,100,12,82,0.82,76.15853658536585,597.9512195121952,441.5487804878049,153.0487804878049,3.3536585365853657
