method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,22.2,63.2,22.2,19.8,21.2
TRSR1CG,14,14,0,13,0.9285714285714286,40.76923076923077,73.76923076923077,40.76923076923077,33.0,0.0
