total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
112,100,12,82,0.82,75.2560975609756,594.6829268292682,439.2682926829268,152.0609756097561,3.3536585365853657
