method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,20.3,57.4,20.3,17.8,19.3
TRSR1CG,14,14,0,12,0.8571428571428571,39.083333333333336,70.5,39.083333333333336,31.416666666666668,0.0
