method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,18.8,53.5,18.8,16.9,17.8
TRSR1CG,14,14,0,13,0.9285714285714286,44.92307692307692,80.53846153846153,44.92307692307692,35.61538461538461,0.0
