total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
112,100,12,82,0.82,76.02439024390245,597.2926829268292,441.0731707317073,152.8658536585366,3.3536585365853657
