method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,9,0.9,19.444444444444443,55.0,19.444444444444443,17.11111111111111,18.444444444444443
TRSR1CG,14,14,0,12,0.8571428571428571,39.083333333333336,71.83333333333333,39.083333333333336,32.75,0.0
