total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,21,0.875,30.666666666666668,64.61904761904762,30.666666666666668,26.047619047619047,7.904761904761905
