total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
112,100,12,82,0.82,51.81707317073171,439.0,323.2682926829268,112.6951219512195,3.0365853658536586
