method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,20.7,59.2,20.7,18.8,19.7
TRSR1CG,14,14,0,13,0.9285714285714286,37.38461538461539,68.38461538461539,37.38461538461539,31.0,0.0
