method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,9,0.9,20.0,56.44444444444444,20.0,17.444444444444443,19.0
TRSR1CG,14,14,0,13,0.9285714285714286,49.15384615384615,87.84615384615384,49.15384615384615,38.69230769230769,0.0
