method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,25.6,72.5,25.6,22.3,24.6
TRSR1CG,14,14,0,12,0.8571428571428571,46.0,83.75,46.0,37.75,0.0
