method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,20.3,57.5,20.3,17.9,19.3
TRSR1CG,14,14,0,13,0.9285714285714286,41.07692307692308,74.6923076923077,41.07692307692308,33.61538461538461,0.0
