total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
28,24,4,23,0.9583333333333334,32.608695652173914,67.17391304347827,32.608695652173914,27.043478260869566,7.521739130434782
