method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,20.1,57.8,20.1,18.6,19.1
TRSR1CG,14,14,0,13,0.9285714285714286,44.38461538461539,80.23076923076923,44.38461538461539,35.84615384615385,0.0
