method,total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
TRNewtonCG,14,10,4,10,1.0,23.7,67.3,23.7,20.9,22.7
TRSR1CG,14,14,0,13,0.9285714285714286,43.0,77.76923076923077,43.0,34.76923076923077,0.0
