total_pairs,attempted_runs,skipped_runs,successful_runs,success_rate,avg_iterations,avg_total_evaluations,avg_f_evals,avg_g_evals,avg_H_evals
112,100,12,82,0.82,73.65853658536585,481.6585365853659,336.2073170731707,141.82926829268294,3.6219512195121952
